Start City,End City,Route 1,Cost 1,Time 1,Route 2,Cost 2,Time 2,Route 3,Cost 3,Time 3,Route 4,Cost 4,Time 4,Route 5,Cost 5,Time 5
Mumbai,Durg,Mumbai(rail)Durg,40.00,6.01,Mumbai(rail)Surendranagar(rail)Durg,101.00,8.51,Mumbai(road)Jadugora(road)Durg,109.00,6.45,Mumbai(road)Ranebennur(road)Durg,110.00,7.01,Mumbai(rail)Ambernath(rail)Durg,110.00,9.52
Mumbai,Himmatnagar,Mumbai(rail)Pindwara(road)Himmatnagar,103.00,8.74,Mumbai(road)Ranebennur(road)Himmatnagar,104.00,6.15,Mumbai(rail)Vizianagaram(road)Himmatnagar,108.00,11.17,Mumbai(rail)Himmatnagar,113.00,3.31,Mumbai(road)Orai(rail)Himmatnagar,118.00,8.27
Sagar,Chennai,Sagar(rail)Chennai,79.00,6.69,Sagar(rail)Mumbai(rail)Chennai,116.00,6.86,Sagar(rail)Suri(rail)Chennai,116.00,9.50,Sagar(rail)Gokak(rail)Chennai,124.00,10.53,Sagar(rail)Thiruvalla(road)Chennai,126.00,9.58
Sagar,Chittorgarh,Sagar(rail)Chittorgarh,45.00,2.78,Sagar(rail)Suri(rail)Chittorgarh,103.00,9.35,Sagar(rail)Gokak(rail)Chittorgarh,106.00,12.36,Sagar(rail)Huliyar(road)Chittorgarh,117.00,6.55,Sagar(rail)Pindwara(rail)Chittorgarh,128.00,9.02
Sagar,Ratnagiri,Sagar(road)Ratnagiri,80.00,3.14,Sagar(rail)Gokak(road)Ratnagiri,108.00,9.10,Sagar(rail)Mumbai(road)Ratnagiri,109.00,7.44,Sagar(rail)Chennai(rail)Ratnagiri,123.00,12.75,Sagar(rail)Sardarshahar(road)Ratnagiri,128.00,10.88
Sagar,Goregaon,Sagar(rail)Goregaon,78.00,4.86,Sagar(rail)Pindwara(road)Goregaon,107.00,10.23,Sagar(rail)Gokak(rail)Goregaon,111.00,12.83,Sagar(rail)Huliyar(road)Goregaon,112.00,5.27,Sagar(rail)Sardarshahar(rail)Goregaon,114.00,9.30
Sagar,Pindwara,Sagar(rail)Pindwara,55.00,4.81,Sagar(rail)Mumbai(rail)Pindwara,90.00,9.04,Sagar(rail)Suri(rail)Pindwara,93.00,9.69,Sagar(rail)Thiruvalla(rail)Pindwara,120.00,11.81,Sagar(road)Ratnagiri(road)Pindwara,134.00,7.80
Sagar,Raipur,Sagar(rail)Mumbai(rail)Raipur,94.00,7.03,Sagar(rail)Pindwara(rail)Raipur,98.00,11.73,Sagar(rail)Thiruvalla(rail)Raipur,110.00,10.05,Sagar(rail)Raipur,111.00,3.05,Sagar(rail)Huliyar(rail)Raipur,114.00,5.14
Sagar,Gokak,Sagar(rail)Gokak,41.00,6.35,Sagar(rail)Suri(rail)Gokak,100.00,10.45,Sagar(rail)Mumbai(rail)Gokak,110.00,7.52,Sagar(road)Haringhata(rail)Gokak,118.00,7.52,Sagar(road)Alipurduar(rail)Gokak,127.00,9.26
Sagar,Lucknow,Sagar(rail)Gokak(road)Lucknow,93.00,8.81,Sagar(rail)Lucknow,94.00,5.07,Sagar(rail)Mumbai(road)Lucknow,98.00,5.65,Sagar(rail)Huliyar(road)Lucknow,115.00,5.13,Sagar(rail)Sardarshahar(road)Lucknow,132.00,12.24
Sagar,Delhi,Sagar(road)Delhi,82.00,2.10,Sagar(rail)Mumbai(rail)Delhi,114.00,8.37,Sagar(rail)Huliyar(rail)Delhi,133.00,7.35,Sagar(rail)Belgaum(road)Delhi,133.00,6.20,Sagar(rail)Gokak(rail)Malerkotla(rail)Delhi,134.00,18.76
Sagar,Mumbai,Sagar(rail)Mumbai,47.00,2.86,Sagar(rail)Pindwara(rail)Mumbai,115.00,11.12,Sagar(rail)Thiruvalla(road)Mumbai,119.00,7.35,Sagar(road)Channapatna(rail)Mumbai,123.00,7.78,Sagar(road)Jaysingpur(rail)Mumbai,127.00,9.90
Sagar,Jalpaiguri,Sagar(road)Jalpaiguri,68.00,2.30,Sagar(rail)Gokak(rail)Jalpaiguri,102.00,11.08,Sagar(rail)Pindwara(road)Jalpaiguri,107.00,10.42,Sagar(rail)Mumbai(road)Jalpaiguri,115.00,8.66,Sagar(rail)Orai(rail)Jalpaiguri,120.00,7.71
Sagar,Pakur,Sagar(road)Alipurduar(rail)Pakur,106.00,8.79,Sagar(rail)Chittorgarh(road)Pakur,107.00,8.01,Sagar(rail)Suri(road)Pakur,113.00,10.65,Sagar(rail)Pindwara(road)Pakur,114.00,8.03,Sagar(rail)Orai(rail)Pakur,122.00,8.03
Sagar,Sardarshahar,Sagar(rail)Sardarshahar,67.00,6.76,Sagar(rail)Chittorgarh(road)Sardarshahar,106.00,7.18,Sagar(rail)Pindwara(road)Sardarshahar,122.00,9.82,Sagar(rail)Goregaon(rail)Sardarshahar,122.00,10.75,Sagar(rail)Gokak(rail)Sardarshahar,125.00,10.55
Sagar,Sirohi,Sagar(road)Sirohi,91.00,4.83,Sagar(rail)Mumbai(rail)Sirohi,103.00,7.98,Sagar(rail)Chittorgarh(road)Sirohi,110.00,8.38,Sagar(rail)Suri(rail)Sirohi,120.00,7.36,Sagar(rail)Sardarshahar(road)Sirohi,124.00,11.06
Sagar,Jaysingpur,Sagar(road)Jaysingpur,85.00,3.39,Sagar(rail)Chittorgarh(rail)Jaysingpur,89.00,7.23,Sagar(rail)Gokak(rail)Jaysingpur,94.00,10.67,Sagar(rail)Suri(road)Jaysingpur,119.00,8.76,Sagar(road)Delhi(rail)Jaysingpur,128.00,6.71
Sagar,Ramanagara,Sagar(rail)Pindwara(road)Ramanagara,112.00,8.30,Sagar(rail)Chittorgarh(rail)Ramanagara,116.00,8.79,Sagar(road)Jalpaiguri(rail)Ramanagara,117.00,7.77,Sagar(rail)Huliyar(road)Ramanagara,123.00,6.35,Sagar(rail)Mumbai(road)Ramanagara,124.00,6.24
Sagar,Hyderabad,Sagar(road)Hyderabad,108.00,2.79,Sagar(rail)Chittorgarh(rail)Hyderabad,123.00,5.95,Sagar(rail)Thiruvalla(road)Hyderabad,136.00,7.61,Sagar(rail)Mumbai(rail)Raipur(rail)Hyderabad,136.00,9.72,Sagar(road)Jaysingpur(rail)Hyderabad,139.00,10.02
Sagar,Channapatna,Sagar(road)Channapatna,76.00,2.63,Sagar(rail)Huliyar(rail)Channapatna,105.00,8.45,Sagar(rail)Gokak(rail)Huliyar(rail)Channapatna,128.00,16.54,Sagar(road)Kushtagi(rail)Channapatna,134.00,8.70,Sagar(rail)Chittorgarh(rail)Kushtagi(rail)Channapatna,135.00,13.91
Sagar,Surendranagar,Sagar(road)Surendranagar,88.00,3.60,Sagar(rail)Mumbai(rail)Surendranagar,97.00,7.48,Sagar(rail)Suri(rail)Surendranagar,98.00,10.66,Sagar(rail)Gokak(rail)Surendranagar,104.00,8.95,Sagar(rail)Pindwara(road)Surendranagar,109.00,9.88
Sagar,Thiruvalla,Sagar(rail)Thiruvalla,69.00,4.89,Sagar(rail)Gokak(rail)Thiruvalla,94.00,9.94,Sagar(rail)Mumbai(rail)Thiruvalla,107.00,8.23,Sagar(rail)Suri(road)Thiruvalla,109.00,10.13,Sagar(road)Jalpaiguri(road)Thiruvalla,119.00,4.38
Sagar,Ranebennur,Sagar(rail)Mumbai(road)Ranebennur,97.00,5.50,Sagar(rail)Chittorgarh(rail)Ranebennur,110.00,9.76,Sagar(road)Alipurduar(rail)Ranebennur,115.00,8.23,Sagar(rail)Orai(rail)Ranebennur,121.00,9.42,Sagar(road)Ratnagiri(rail)Ranebennur,121.00,9.35
Sagar,Karaikal,Sagar(road)Jalpaiguri(rail)Karaikal,109.00,6.45,Sagar(rail)Chittorgarh(rail)Karaikal,117.00,9.68,Sagar(rail)Goregaon(rail)Karaikal,125.00,8.17,Sagar(rail)Karaikal,128.00,2.81,Sagar(rail)Orai(rail)Karaikal,128.00,11.04
Sagar,Belgaum,Sagar(rail)Belgaum,81.00,2.83,Sagar(rail)Pindwara(road)Belgaum,107.00,7.79,Sagar(rail)Suri(rail)Belgaum,112.00,7.66,Sagar(rail)Mumbai(rail)Belgaum,131.00,7.41,Sagar(rail)Goregaon(road)Belgaum,132.00,8.61
Sagar,Chatrapur,Sagar(rail)Mumbai(road)Chatrapur,104.00,4.87,Sagar(road)Alipurduar(rail)Chatrapur,109.00,10.42,Sagar(rail)Suri(rail)Chatrapur,112.00,7.63,Sagar(road)Ratnagiri(rail)Chatrapur,127.00,6.07,Sagar(rail)Chennai(rail)Chatrapur,131.00,13.18
Sagar,Suri,Sagar(rail)Suri,50.00,4.66,Sagar(rail)Pindwara(road)Suri,117.00,9.07,Sagar(rail)Chennai(rail)Suri,119.00,12.56,Sagar(rail)Orai(rail)Suri,124.00,11.12,Sagar(rail)Goregaon(rail)Suri,125.00,9.55
Sagar,Bhubaneswar,Sagar(road)Bhubaneswar,99.00,2.74,Sagar(rail)Orai(rail)Bhubaneswar,120.00,11.07,Sagar(rail)Huliyar(road)Bhubaneswar,134.00,7.65,Sagar(rail)Chittorgarh(rail)Bhusawal(rail)Bhubaneswar,135.00,9.22,Sagar(road)Surajpur(rail)Bhubaneswar,136.00,6.96
Sagar,Mahuva,Sagar(rail)Chittorgarh(rail)Mahuva,115.00,5.29,Sagar(rail)Suri(rail)Mahuva,115.00,9.22,Sagar(rail)Huliyar(rail)Mahuva,132.00,8.10,Sagar(rail)Thiruvalla(road)Mahuva,133.00,9.65,Sagar(rail)Gokak(road)Mahuva,134.00,10.76
Sagar,Jagadhri,Sagar(rail)Gokak(rail)Jagadhri,90.00,9.34,Sagar(road)Jagadhri,110.00,2.20,Sagar(rail)Thiruvalla(road)Jagadhri,120.00,9.72,Sagar(road)Channapatna(road)Jagadhri,137.00,8.42,Sagar(road)Barh(rail)Jagadhri,141.00,8.84
Sagar,Barh,Sagar(road)Barh,86.00,5.54,Sagar(road)Ratnagiri(rail)Barh,128.00,9.31,Sagar(road)Haringhata(rail)Barh,130.00,5.49,Sagar(road)Channapatna(rail)Barh,136.00,7.58,Sagar(road)Patan(rail)Barh,141.00,12.12
Sagar,Bhusawal,Sagar(rail)Chittorgarh(rail)Bhusawal,87.00,5.29,Sagar(rail)Pindwara(rail)Bhusawal,101.00,9.46,Sagar(road)Alipurduar(rail)Bhusawal,108.00,7.93,Sagar(rail)Gokak(rail)Bhusawal,120.00,9.26,Sagar(road)Delhi(rail)Bhusawal,122.00,8.17
Sagar,Alipurduar,Sagar(road)Alipurduar,65.00,3.51,Sagar(rail)Mumbai(road)Alipurduar,113.00,5.86,Sagar(rail)Huliyar(rail)Alipurduar,114.00,9.25,Sagar(rail)Suri(road)Alipurduar,118.00,10.10,Sagar(rail)Harihar(rail)Alipurduar,131.00,6.06
Sagar,Kollam,Sagar(rail)Kollam,93.00,3.81,Sagar(rail)Pindwara(road)Kollam,107.00,10.12,Sagar(rail)Orai(rail)Kollam,126.00,11.30,Sagar(road)Jalpaiguri(road)Kollam,127.00,8.28,Sagar(road)Surendranagar(rail)Kollam,128.00,6.33
Sagar,Medinipur,Sagar(road)Channapatna(rail)Medinipur,117.00,5.55,Sagar(road)Alipurduar(rail)Medinipur,118.00,6.72,Sagar(rail)Chennai(rail)Medinipur,119.00,10.37,Sagar(rail)Chittorgarh(rail)Medinipur,120.00,9.33,Sagar(road)Ratnagiri(rail)Medinipur,120.00,8.00
Sagar,Patan,Sagar(road)Patan,87.00,5.32,Sagar(rail)Suri(rail)Patan,103.00,9.44,Sagar(rail)Huliyar(rail)Patan,111.00,8.87,Sagar(road)Alipurduar(road)Patan,117.00,7.42,Sagar(rail)Pindwara(rail)Patan,118.00,10.05
Sagar,Mettur,Sagar(rail)Gokak(road)Mettur,95.00,12.17,Sagar(rail)Mumbai(rail)Mettur,98.00,6.65,Sagar(rail)Suri(rail)Mettur,118.00,11.14,Sagar(rail)Huliyar(road)Mettur,120.00,7.23,Sagar(rail)Orai(rail)Mettur,120.00,9.70
Sagar,Huliyar,Sagar(rail)Huliyar,62.00,2.62,Sagar(rail)Gokak(rail)Huliyar,85.00,10.71,Sagar(rail)Chittorgarh(rail)Huliyar,117.00,8.50,Sagar(rail)Sardarshahar(road)Huliyar,123.00,9.83,Sagar(road)Jalpaiguri(rail)Huliyar,133.00,8.32
Sagar,Harihar,Sagar(rail)Harihar,91.00,2.62,Sagar(rail)Thiruvalla(rail)Harihar,110.00,7.71,Sagar(rail)Chittorgarh(rail)Harihar,112.00,7.48,Sagar(rail)Suri(rail)Harihar,115.00,7.99,Sagar(road)Alipurduar(road)Harihar,125.00,7.21
Sagar,Rasayani,Sagar(road)Alipurduar(road)Rasayani,115.00,5.90,Sagar(rail)Huliyar(rail)Rasayani,119.00,8.11,Sagar(rail)Chittorgarh(rail)Rasayani,124.00,7.34,Sagar(road)Jalpaiguri(rail)Rasayani,124.00,7.51,Sagar(rail)Thiruvalla(road)Rasayani,129.00,8.89
Sagar,Haringhata,Sagar(road)Haringhata,78.00,2.75,Sagar(rail)Chittorgarh(rail)Haringhata,102.00,8.03,Sagar(rail)Thiruvalla(rail)Haringhata,119.00,10.79,Sagar(rail)Suri(road)Haringhata,121.00,8.40,Sagar(rail)Gokak(road)Haringhata,125.00,10.07
Sagar,Kushtagi,Sagar(road)Kushtagi,88.00,3.09,Sagar(rail)Chittorgarh(rail)Kushtagi,89.00,8.30,Sagar(rail)Gokak(road)Kushtagi,107.00,12.08,Sagar(road)Alipurduar(road)Kushtagi,116.00,9.38,Sagar(road)Jalpaiguri(road)Kushtagi,119.00,7.47
Sagar,Jadugora,Sagar(road)Jadugora,97.00,2.88,Sagar(rail)Mumbai(road)Jadugora,106.00,6.01,Sagar(rail)Pindwara(rail)Jadugora,115.00,7.44,Sagar(rail)Orai(rail)Jadugora,121.00,7.75,Sagar(road)Kushtagi(rail)Jadugora,132.00,8.63
Sagar,Orai,Sagar(rail)Orai,73.00,4.73,Sagar(rail)Gokak(rail)Orai,93.00,10.36,Sagar(rail)Suri(rail)Orai,95.00,11.40,Sagar(rail)Mumbai(road)Orai,112.00,7.02,Sagar(rail)Thiruvalla(rail)Orai,119.00,9.86
Sagar,Surajpur,Sagar(road)Surajpur,95.00,2.28,Sagar(rail)Sardarshahar(rail)Surajpur,115.00,13.51,Sagar(rail)Gokak(road)Surajpur,116.00,9.34,Sagar(rail)Chittorgarh(road)Surajpur,120.00,5.53,Sagar(rail)Huliyar(rail)Surajpur,120.00,7.87
Sagar,Ambernath,Sagar(rail)Sardarshahar(rail)Ambernath,112.00,11.34,Sagar(rail)Gokak(rail)Ambernath,113.00,10.69,Sagar(rail)Mumbai(rail)Ambernath,114.00,8.68,Sagar(rail)Pindwara(rail)Ambernath,114.00,7.39,Sagar(rail)Huliyar(road)Ambernath,117.00,7.44
Sagar,Malerkotla,Sagar(rail)Gokak(rail)Malerkotla,94.00,12.03,Sagar(road)Malerkotla,108.00,3.85,Sagar(road)Jalpaiguri(road)Malerkotla,122.00,6.10,Sagar(rail)Goregaon(rail)Malerkotla,125.00,8.39,Sagar(rail)Belgaum(rail)Malerkotla,125.00,8.67
Sagar,Jorapokhar,Sagar(rail)Mumbai(road)Jorapokhar,119.00,5.87,Sagar(road)Haringhata(rail)Jorapokhar,126.00,9.37,Sagar(road)Channapatna(road)Jorapokhar,128.00,7.77,Sagar(rail)Orai(rail)Jorapokhar,136.00,10.59,Sagar(rail)Chittorgarh(rail)Bhusawal(road)Jorapokhar,141.00,8.96
Sagar,Vizianagaram,Sagar(rail)Mumbai(rail)Vizianagaram,97.00,9.33,Sagar(rail)Vizianagaram,107.00,3.72,Sagar(rail)Suri(road)Vizianagaram,128.00,8.83,Sagar(rail)Sardarshahar(road)Vizianagaram,130.00,12.15,Sagar(road)Delhi(rail)Vizianagaram,131.00,7.68
Sagar,Durg,Sagar(rail)Mumbai(rail)Durg,87.00,8.87,Sagar(rail)Sardarshahar(rail)Durg,110.00,13.18,Sagar(rail)Durg,114.00,5.50,Sagar(rail)Chittorgarh(road)Durg,114.00,6.40,Sagar(rail)Chennai(rail)Durg,123.00,11.60
Sagar,Himmatnagar,Sagar(rail)Pindwara(road)Himmatnagar,115.00,7.37,Sagar(rail)Orai(rail)Himmatnagar,126.00,8.84,Sagar(rail)Thiruvalla(road)Himmatnagar,129.00,8.62,Sagar(rail)Goregaon(road)Himmatnagar,130.00,9.76,Sagar(road)Delhi(road)Himmatnagar,136.00,4.75
Jalpaiguri,Chennai,Jalpaiguri(rail)Chennai,63.00,6.75,Jalpaiguri(rail)Surendranagar(road)Chennai,106.00,7.14,Jalpaiguri(road)Thiruvalla(road)Chennai,108.00,6.77,Jalpaiguri(rail)Rasayani(rail)Chennai,114.00,11.40,Jalpaiguri(road)Kollam(rail)Chennai,117.00,9.48
Jalpaiguri,Chittorgarh,Jalpaiguri(road)Durg(rail)Chittorgarh,105.00,8.21,Jalpaiguri(road)Malerkotla(rail)Chittorgarh,107.00,6.44,Jalpaiguri(road)Chittorgarh,113.00,2.95,Jalpaiguri(rail)Rasayani(rail)Chittorgarh,113.00,9.83,Jalpaiguri(rail)Patan(road)Chittorgarh,117.00,10.99
Jalpaiguri,Ratnagiri,Jalpaiguri(rail)Ratnagiri,96.00,6.62,Jalpaiguri(rail)Chennai(rail)Ratnagiri,107.00,12.81,Jalpaiguri(rail)Surendranagar(road)Ratnagiri,111.00,8.18,Jalpaiguri(road)Ranebennur(rail)Ratnagiri,112.00,8.56,Jalpaiguri(road)Thiruvalla(rail)Ratnagiri,120.00,7.44
Jalpaiguri,Goregaon,Jalpaiguri(road)Goregaon,78.00,4.33,Jalpaiguri(road)Kollam(rail)Goregaon,99.00,9.03,Jalpaiguri(road)Ranebennur(rail)Goregaon,110.00,10.35,Jalpaiguri(rail)Huliyar(road)Goregaon,115.00,8.67,Jalpaiguri(rail)Karaikal(rail)Goregaon,118.00,9.77
Jalpaiguri,Pindwara,Jalpaiguri(road)Thiruvalla(rail)Pindwara,102.00,9.00,Jalpaiguri(road)Durg(rail)Pindwara,104.00,7.11,Jalpaiguri(rail)Karaikal(rail)Pindwara,105.00,7.54,Jalpaiguri(rail)Mumbai(rail)Pindwara,108.00,10.72,Jalpaiguri(road)Suri(rail)Pindwara,111.00,7.20
Jalpaiguri,Raipur,Jalpaiguri(rail)Surendranagar(rail)Raipur,89.00,8.31,Jalpaiguri(road)Thiruvalla(rail)Raipur,92.00,7.24,Jalpaiguri(road)Durg(rail)Raipur,100.00,6.84,Jalpaiguri(rail)Mumbai(rail)Raipur,112.00,8.71,Jalpaiguri(rail)Karaikal(rail)Raipur,113.00,10.77
Jalpaiguri,Gokak,Jalpaiguri(rail)Gokak,79.00,3.27,Jalpaiguri(rail)Haringhata(rail)Gokak,111.00,11.55,Jalpaiguri(rail)Chennai(road)Gokak,117.00,9.78,Jalpaiguri(road)Ranebennur(road)Gokak,117.00,7.85,Jalpaiguri(road)Suri(rail)Gokak,118.00,7.96
Jalpaiguri,Lucknow,Jalpaiguri(rail)Mumbai(road)Lucknow,116.00,7.33,Jalpaiguri(rail)Huliyar(road)Lucknow,118.00,8.53,Jalpaiguri(road)Kushtagi(road)Lucknow,121.00,8.90,Jalpaiguri(rail)Karaikal(road)Lucknow,124.00,6.50,Jalpaiguri(rail)Ramanagara(road)Lucknow,128.00,10.01
Jalpaiguri,Delhi,Jalpaiguri(rail)Karaikal(rail)Delhi,88.00,9.12,Jalpaiguri(road)Malerkotla(rail)Delhi,94.00,10.53,Jalpaiguri(road)Kushtagi(rail)Delhi,103.00,9.60,Jalpaiguri(rail)Delhi,114.00,6.60,Jalpaiguri(rail)Chennai(rail)Delhi,130.00,10.34
Jalpaiguri,Mumbai,Jalpaiguri(rail)Mumbai,65.00,4.54,Jalpaiguri(rail)Karaikal(road)Mumbai,94.00,7.13,Jalpaiguri(road)Thiruvalla(road)Mumbai,101.00,4.54,Jalpaiguri(road)Ranebennur(road)Mumbai,116.00,8.02,Jalpaiguri(rail)Patan(road)Mumbai,120.00,11.16
Jalpaiguri,Sagar,Jalpaiguri(road)Kushtagi(road)Sagar,102.00,8.72,Jalpaiguri(rail)Rasayani(rail)Sagar,108.00,10.80,Jalpaiguri(rail)Ramanagara(rail)Sagar,116.00,10.95,Jalpaiguri(road)Sagar,119.00,3.78,Jalpaiguri(road)Thiruvalla(road)Sagar,119.00,5.84
Jalpaiguri,Pakur,Jalpaiguri(road)Alipurduar(rail)Pakur,105.00,8.31,Jalpaiguri(rail)Karaikal(rail)Pakur,108.00,9.19,Jalpaiguri(road)Pakur,109.00,4.81,Jalpaiguri(rail)Surendranagar(road)Pakur,121.00,8.11,Jalpaiguri(road)Malerkotla(rail)Pakur,124.00,10.44
Jalpaiguri,Sardarshahar,Jalpaiguri(rail)Sardarshahar,106.00,5.43,Jalpaiguri(rail)Ramanagara(road)Sardarshahar,122.00,8.53,Jalpaiguri(road)Malerkotla(road)Sardarshahar,122.00,6.55,Jalpaiguri(road)Goregaon(rail)Sardarshahar,122.00,10.22,Jalpaiguri(road)Thiruvalla(rail)Sardarshahar,123.00,8.42
Jalpaiguri,Sirohi,Jalpaiguri(rail)Mumbai(rail)Sirohi,121.00,9.66,Jalpaiguri(road)Durg(rail)Sirohi,126.00,7.05,Jalpaiguri(road)Kollam(rail)Sirohi,127.00,11.98,Jalpaiguri(rail)Mettur(rail)Sirohi,129.00,12.78,Jalpaiguri(road)Suri(rail)Sirohi,138.00,4.87
Jalpaiguri,Jaysingpur,Jalpaiguri(rail)Surendranagar(rail)Jaysingpur,84.00,5.53,Jalpaiguri(road)Jaysingpur,90.00,3.79,Jalpaiguri(road)Alipurduar(rail)Jaysingpur,128.00,9.77,Jalpaiguri(rail)Mahuva(road)Jaysingpur,130.00,7.66,Jalpaiguri(rail)Gokak(rail)Jaysingpur,132.00,7.59
Jalpaiguri,Ramanagara,Jalpaiguri(rail)Ramanagara,49.00,5.47,Jalpaiguri(rail)Rasayani(rail)Ramanagara,103.00,9.58,Jalpaiguri(road)Thiruvalla(rail)Ramanagara,112.00,7.83,Jalpaiguri(road)Durg(rail)Ramanagara,114.00,8.88,Jalpaiguri(rail)Surendranagar(rail)Ramanagara,118.00,8.13
Jalpaiguri,Hyderabad,Jalpaiguri(road)Kollam(rail)Hyderabad,106.00,12.66,Jalpaiguri(road)Thiruvalla(road)Hyderabad,118.00,4.80,Jalpaiguri(road)Ambernath(rail)Hyderabad,118.00,8.82,Jalpaiguri(rail)Surendranagar(rail)Kollam(rail)Hyderabad,130.00,12.08,Jalpaiguri(road)Surajpur(rail)Hyderabad,138.00,6.84
Jalpaiguri,Channapatna,Jalpaiguri(road)Channapatna,88.00,2.68,Jalpaiguri(road)Kushtagi(rail)Channapatna,97.00,10.78,Jalpaiguri(rail)Karaikal(rail)Channapatna,102.00,8.33,Jalpaiguri(rail)Huliyar(rail)Channapatna,108.00,11.85,Jalpaiguri(road)Kollam(rail)Channapatna,114.00,9.51
Jalpaiguri,Surendranagar,Jalpaiguri(rail)Surendranagar,43.00,2.67,Jalpaiguri(rail)Ramanagara(road)Surendranagar,99.00,8.42,Jalpaiguri(rail)Harihar(rail)Surendranagar,102.00,7.49,Jalpaiguri(road)Kushtagi(road)Surendranagar,105.00,7.71,Jalpaiguri(rail)Mumbai(rail)Surendranagar,115.00,9.16
Jalpaiguri,Thiruvalla,Jalpaiguri(road)Thiruvalla,51.00,2.08,Jalpaiguri(road)Kushtagi(road)Thiruvalla,106.00,8.03,Jalpaiguri(rail)Harihar(road)Thiruvalla,112.00,7.08,Jalpaiguri(rail)Karaikal(road)Thiruvalla,119.00,8.59,Jalpaiguri(rail)Ramanagara(rail)Thiruvalla,119.00,11.69
Jalpaiguri,Ranebennur,Jalpaiguri(road)Ranebennur,64.00,4.01,Jalpaiguri(road)Kollam(rail)Ranebennur,106.00,12.78,Jalpaiguri(road)Ambernath(rail)Ranebennur,110.00,9.23,Jalpaiguri(road)Alipurduar(rail)Ranebennur,114.00,7.75,Jalpaiguri(rail)Mumbai(road)Ranebennur,115.00,7.18
Jalpaiguri,Karaikal,Jalpaiguri(rail)Karaikal,41.00,4.15,Jalpaiguri(rail)Ramanagara(rail)Karaikal,104.00,9.48,Jalpaiguri(road)Malerkotla(rail)Karaikal,112.00,8.77,Jalpaiguri(rail)Rasayani(road)Karaikal,112.00,9.89,Jalpaiguri(rail)Surendranagar(rail)Karaikal,113.00,9.25
Jalpaiguri,Belgaum,Jalpaiguri(rail)Belgaum,116.00,5.82,Jalpaiguri(rail)Rasayani(road)Belgaum,119.00,8.73,Jalpaiguri(rail)Karaikal(rail)Belgaum,125.00,7.72,Jalpaiguri(road)Kollam(rail)Belgaum,126.00,11.55,Jalpaiguri(road)Suri(rail)Belgaum,130.00,5.17
Jalpaiguri,Chatrapur,Jalpaiguri(road)Chatrapur,84.00,4.88,Jalpaiguri(rail)Surendranagar(rail)Chatrapur,98.00,5.75,Jalpaiguri(road)Alipurduar(rail)Chatrapur,108.00,9.94,Jalpaiguri(rail)Chennai(rail)Chatrapur,115.00,13.24,Jalpaiguri(rail)Mumbai(road)Chatrapur,122.00,6.55
Jalpaiguri,Suri,Jalpaiguri(road)Suri,68.00,2.17,Jalpaiguri(rail)Karaikal(road)Suri,93.00,8.70,Jalpaiguri(rail)Chennai(rail)Suri,103.00,12.62,Jalpaiguri(road)Durg(rail)Suri,107.00,6.28,Jalpaiguri(rail)Patan(rail)Suri,113.00,12.00
Jalpaiguri,Bhubaneswar,Jalpaiguri(rail)Bhubaneswar,88.00,6.31,Jalpaiguri(road)Kushtagi(rail)Bhubaneswar,100.00,8.88,Jalpaiguri(rail)Karaikal(road)Bhubaneswar,123.00,10.10,Jalpaiguri(road)Durg(road)Bhubaneswar,126.00,7.85,Jalpaiguri(rail)Surendranagar(road)Bhubaneswar,127.00,7.56
Jalpaiguri,Mahuva,Jalpaiguri(rail)Mahuva,78.00,3.09,Jalpaiguri(rail)Karaikal(rail)Mahuva,86.00,8.72,Jalpaiguri(road)Malerkotla(rail)Mahuva,104.00,9.39,Jalpaiguri(road)Thiruvalla(road)Mahuva,115.00,6.84,Jalpaiguri(rail)Ramanagara(road)Mahuva,124.00,9.01
Jalpaiguri,Jagadhri,Jalpaiguri(road)Thiruvalla(road)Jagadhri,102.00,6.91,Jalpaiguri(road)Ambernath(rail)Jagadhri,104.00,9.31,Jalpaiguri(road)Kushtagi(rail)Jagadhri,106.00,11.14,Jalpaiguri(road)Malerkotla(road)Jagadhri,107.00,6.25,Jalpaiguri(rail)Mahuva(rail)Jagadhri,122.00,6.36
Jalpaiguri,Barh,Jalpaiguri(road)Barh,99.00,3.53,Jalpaiguri(road)Kollam(rail)Barh,115.00,12.74,Jalpaiguri(rail)Patan(rail)Barh,115.00,13.65,Jalpaiguri(rail)Ramanagara(road)Barh,116.00,9.97,Jalpaiguri(rail)Surendranagar(rail)Barh,118.00,6.66
Jalpaiguri,Bhusawal,Jalpaiguri(rail)Bhusawal,87.00,4.28,Jalpaiguri(rail)Surendranagar(rail)Bhusawal,104.00,6.45,Jalpaiguri(road)Alipurduar(rail)Bhusawal,107.00,7.45,Jalpaiguri(rail)Ramanagara(rail)Bhusawal,114.00,10.71,Jalpaiguri(rail)Mettur(rail)Bhusawal,117.00,11.09
Jalpaiguri,Alipurduar,Jalpaiguri(road)Alipurduar,64.00,3.03,Jalpaiguri(rail)Rasayani(rail)Alipurduar,101.00,8.47,Jalpaiguri(rail)Harihar(rail)Alipurduar,101.00,6.61,Jalpaiguri(rail)Karaikal(rail)Alipurduar,103.00,6.90,Jalpaiguri(rail)Ramanagara(road)Alipurduar,108.00,8.28
