Start City,End City,Route 1,Cost 1,Time 1,Route 2,Cost 2,Time 2,Route 3,Cost 3,Time 3,Route 4,Cost 4,Time 4,Route 5,Cost 5,Time 5
Lucknow,Thiruvalla,Lucknow(air)Thiruvalla,281.00,3.30,Lucknow(rail)Bhusawal(rail)Thiruvalla,94.00,9.12,Lucknow(rail)Medinipur(rail)Thiruvalla,100.00,9.53,Lucknow(rail)Karaikal(rail)Thiruvalla,117.00,11.03,Lucknow(rail)Mahuva(road)Thiruvalla,118.00,7.38
Lucknow,Ranebennur,Lucknow(air)Sirohi(road)Ranebennur,520.00,3.66,Lucknow(rail)Rasayani(road)Ranebennur,106.00,8.62,Lucknow(rail)Ranebennur,112.00,5.86,Lucknow(road)Bhubaneswar(rail)Ranebennur,121.00,6.85,Lucknow(rail)Mahuva(rail)Ranebennur,124.00,10.61
Lucknow,Karaikal,Lucknow(air)Belgaum(road)Karaikal,270.00,3.92,Lucknow(rail)Karaikal,57.00,6.82,Lucknow(rail)Pakur(rail)Karaikal,95.00,9.64,Lucknow(rail)Mettur(rail)Karaikal,100.00,8.41,Lucknow(rail)Pindwara(rail)Karaikal,115.00,5.56
Lucknow,Belgaum,Lucknow(air)Belgaum,173.00,1.66,Lucknow(road)Gokak(rail)Belgaum,109.00,9.08,Lucknow(rail)Jalpaiguri(rail)Belgaum,119.00,8.11,Lucknow(rail)Rasayani(road)Belgaum,120.00,5.32,Lucknow(rail)Pindwara(rail)Belgaum,121.00,8.19
Lucknow,Chatrapur,Lucknow(road)Chatrapur,153.00,2.66,Lucknow(road)Surendranagar(rail)Chatrapur,103.00,6.97,Lucknow(road)Bhubaneswar(road)Chatrapur,109.00,7.39,Lucknow(rail)Medinipur(road)Chatrapur,110.00,5.43,Lucknow(rail)Hyderabad(rail)Chatrapur,116.00,11.11
Lucknow,Suri,Lucknow(road)Suri,110.00,2.16,Lucknow(rail)Mahuva(road)Suri,113.00,9.74,Lucknow(road)Chittorgarh(rail)Suri,114.00,7.57,Lucknow(road)Surendranagar(road)Suri,117.00,7.71,Lucknow(rail)Jalpaiguri(rail)Suri,117.00,11.04
Lucknow,Bhubaneswar,Lucknow(road)Bhubaneswar,57.00,2.21,Lucknow(rail)Rasayani(rail)Bhubaneswar,92.00,7.32,Lucknow(road)Thiruvalla(rail)Bhubaneswar,103.00,11.29,Lucknow(rail)Channapatna(road)Bhubaneswar,112.00,6.07,Lucknow(rail)Karaikal(rail)Bhubaneswar,120.00,11.07
Lucknow,Mahuva,Lucknow(air)Raipur(road)Mahuva,553.00,3.45,Lucknow(rail)Mahuva,42.00,4.39,Lucknow(rail)Mettur(rail)Mahuva,97.00,7.08,Lucknow(rail)Rasayani(rail)Mahuva,103.00,9.47,Lucknow(rail)Karaikal(rail)Mahuva,107.00,13.69
Lucknow,Jagadhri,Lucknow(rail)Jagadhri,177.00,3.01,Lucknow(road)Thiruvalla(rail)Jagadhri,95.00,10.48,Lucknow(rail)Mahuva(rail)Jagadhri,96.00,7.51,Lucknow(road)Surendranagar(rail)Jagadhri,104.00,9.09,Lucknow(rail)Malerkotla(rail)Jagadhri,110.00,7.69
Lucknow,Barh,Lucknow(rail)Barh,73.00,2.59,Lucknow(rail)Bhusawal(rail)Barh,95.00,6.27,Lucknow(rail)Rasayani(rail)Barh,112.00,7.08,Lucknow(rail)Medinipur(rail)Barh,119.00,9.73,Lucknow(rail)Mahuva(rail)Barh,125.00,7.08
Lucknow,Bhusawal,Lucknow(rail)Bhusawal,51.00,3.44,Lucknow(rail)Medinipur(rail)Bhusawal,101.00,7.72,Lucknow(road)Surendranagar(rail)Bhusawal,101.00,6.15,Lucknow(road)Bhubaneswar(rail)Bhusawal,103.00,5.21,Lucknow(rail)Channapatna(rail)Bhusawal,118.00,5.98
Lucknow,Alipurduar,Lucknow(rail)Alipurduar,142.00,3.27,Lucknow(rail)Mettur(rail)Alipurduar,103.00,9.34,Lucknow(rail)Karaikal(road)Alipurduar,110.00,8.86,Lucknow(rail)Medinipur(road)Alipurduar,113.00,9.17,Lucknow(road)Chittorgarh(road)Alipurduar,124.00,8.60
Lucknow,Kollam,Lucknow(road)Kollam,139.00,2.77,Lucknow(rail)Mahuva(rail)Kollam,91.00,9.35,Lucknow(road)Surendranagar(rail)Kollam,100.00,8.95,Lucknow(rail)Karaikal(rail)Kollam,105.00,12.37,Lucknow(rail)Rasayani(road)Kollam,108.00,8.91
Lucknow,Medinipur,Lucknow(road)Medinipur,120.00,3.04,Lucknow(road)Thiruvalla(rail)Medinipur,92.00,10.02,Lucknow(road)Surendranagar(rail)Medinipur,111.00,7.31,Lucknow(rail)Mahuva(road)Medinipur,112.00,9.41,Lucknow(rail)Bhusawal(rail)Medinipur,117.00,6.02
Lucknow,Patan,Lucknow(rail)Patan,95.00,4.12,Lucknow(rail)Medinipur(rail)Patan,99.00,9.57,Lucknow(rail)Karaikal(rail)Patan,100.00,12.53,Lucknow(rail)Bhusawal(rail)Patan,102.00,9.00,Lucknow(rail)Mahuva(rail)Patan,106.00,8.46
Lucknow,Mettur,Lucknow(road)Mettur,66.00,2.00,Lucknow(road)Surendranagar(rail)Mettur,105.00,7.41,Lucknow(rail)Raipur(rail)Mettur,126.00,9.76,Lucknow(rail)Pakur(rail)Mettur,127.00,10.86,Lucknow(rail)Barh(road)Mettur,129.00,6.87
Lucknow,Huliyar,Lucknow(road)Huliyar,111.00,3.49,Lucknow(rail)Channapatna(rail)Huliyar,97.00,8.90,Lucknow(rail)Medinipur(rail)Huliyar,106.00,6.64,Lucknow(rail)Karaikal(rail)Huliyar,109.00,12.58,Lucknow(road)Thiruvalla(road)Huliyar,117.00,9.32
Lucknow,Harihar,Lucknow(air)Harihar,241.00,1.56,Lucknow(rail)Mahuva(rail)Harihar,91.00,11.20,Lucknow(road)Thiruvalla(rail)Harihar,91.00,8.79,Lucknow(road)Gokak(rail)Harihar,97.00,9.91,Lucknow(rail)Mettur(rail)Harihar,100.00,6.20
Lucknow,Rasayani,Lucknow(road)Rasayani,129.00,2.12,Lucknow(road)Thiruvalla(rail)Rasayani,94.00,7.90,Lucknow(rail)Bhusawal(rail)Rasayani,102.00,7.76,Lucknow(road)Bhubaneswar(rail)Rasayani,105.00,7.65,Lucknow(road)Surendranagar(road)Rasayani,122.00,9.10
Lucknow,Haringhata,Lucknow(air)Ratnagiri(road)Haringhata,449.00,4.26,Lucknow(road)Haringhata,84.00,4.72,Lucknow(rail)Mahuva(rail)Haringhata,86.00,7.80,Lucknow(road)Surendranagar(rail)Haringhata,103.00,7.84,Lucknow(rail)Mettur(road)Haringhata,107.00,6.06
Lucknow,Kushtagi,Lucknow(air)Sirohi(road)Kushtagi,582.00,3.96,Lucknow(rail)Kushtagi,72.00,4.78,Lucknow(rail)Bhusawal(road)Kushtagi,104.00,7.32,Lucknow(rail)Karaikal(rail)Kushtagi,104.00,12.20,Lucknow(rail)Pakur(rail)Kushtagi,109.00,11.39
Lucknow,Jadugora,Lucknow(road)Jadugora,90.00,3.48,Lucknow(rail)Rasayani(rail)Jadugora,93.00,8.39,Lucknow(rail)Mahuva(road)Jadugora,99.00,7.78,Lucknow(rail)Medinipur(road)Jadugora,106.00,6.34,Lucknow(rail)Pakur(rail)Jadugora,125.00,8.80
Lucknow,Orai,Lucknow(air)Chennai(road)Orai,416.00,3.55,Lucknow(rail)Orai,90.00,5.46,Lucknow(rail)Channapatna(rail)Orai,95.00,9.74,Lucknow(rail)Mahuva(road)Orai,98.00,9.76,Lucknow(road)Surendranagar(rail)Orai,99.00,9.54
Lucknow,Surajpur,Lucknow(air)Harihar(road)Surajpur,384.00,3.64,Lucknow(rail)Surajpur,87.00,4.53,Lucknow(road)Thiruvalla(rail)Surajpur,96.00,10.79,Lucknow(road)Bhubaneswar(rail)Surajpur,103.00,6.69,Lucknow(road)Surendranagar(rail)Surajpur,109.00,9.60
Lucknow,Ambernath,Lucknow(rail)Ambernath,83.00,2.53,Lucknow(rail)Bhusawal(rail)Ambernath,95.00,8.49,Lucknow(rail)Rasayani(rail)Ambernath,114.00,9.05,Lucknow(rail)Mahuva(road)Ambernath,118.00,9.82,Lucknow(rail)Sirohi(rail)Ambernath,121.00,8.92
Lucknow,Malerkotla,Lucknow(road)Malerkotla,109.00,3.32,Lucknow(rail)Mettur(rail)Malerkotla,105.00,7.61,Lucknow(rail)Rasayani(road)Malerkotla,106.00,8.03,Lucknow(road)Surendranagar(rail)Malerkotla,116.00,8.28,Lucknow(rail)Barh(rail)Malerkotla,118.00,7.90
Lucknow,Jorapokhar,Lucknow(rail)Jorapokhar,81.00,4.04,Lucknow(rail)Medinipur(road)Jorapokhar,114.00,8.13,Lucknow(rail)Karaikal(rail)Jorapokhar,115.00,12.87,Lucknow(road)Surendranagar(rail)Jorapokhar,116.00,7.24,Lucknow(road)Thiruvalla(rail)Jorapokhar,120.00,10.41
Lucknow,Vizianagaram,Lucknow(road)Vizianagaram,93.00,2.99,Lucknow(road)Thiruvalla(rail)Vizianagaram,91.00,10.58,Lucknow(rail)Medinipur(rail)Vizianagaram,105.00,6.90,Lucknow(rail)Pakur(rail)Vizianagaram,109.00,8.79,Lucknow(rail)Mahuva(rail)Vizianagaram,112.00,7.57
Lucknow,Durg,Lucknow(air)Raipur(air)Durg,626.00,2.66,Lucknow(road)Gokak(rail)Durg,101.00,11.32,Lucknow(road)Durg,103.00,5.02,Lucknow(rail)Mettur(rail)Durg,113.00,5.94,Lucknow(rail)Bhusawal(road)Durg,115.00,9.25
Lucknow,Himmatnagar,Lucknow(road)Himmatnagar,80.00,3.30,Lucknow(rail)Mahuva(rail)Himmatnagar,101.00,8.45,Lucknow(rail)Medinipur(road)Himmatnagar,110.00,6.93,Lucknow(road)Chittorgarh(rail)Himmatnagar,114.00,9.69,Lucknow(rail)Channapatna(rail)Himmatnagar,122.00,7.72
Delhi,Chennai,Delhi(air)Chennai,266.00,1.37,Delhi(rail)Harihar(rail)Chennai,88.00,12.90,Delhi(rail)Bhusawal(rail)Chennai,110.00,9.76,Delhi(rail)Thiruvalla(road)Chennai,112.00,9.88,Delhi(road)Himmatnagar(rail)Chennai,112.00,6.90
Delhi,Chittorgarh,Delhi(road)Chittorgarh,81.00,2.30,Delhi(rail)Mahuva(rail)Chittorgarh,95.00,5.76,Delhi(road)Ranebennur(road)Chittorgarh,111.00,7.90,Delhi(rail)Lucknow(road)Chittorgarh,116.00,6.75,Delhi(road)Jalpaiguri(rail)Chittorgarh,125.00,11.19
Delhi,Ratnagiri,Delhi(air)Ratnagiri,115.00,2.18,Delhi(rail)Sardarshahar(rail)Ratnagiri,85.00,9.44,Delhi(rail)Thiruvalla(rail)Ratnagiri,110.00,10.35,Delhi(rail)Jorapokhar(rail)Ratnagiri,116.00,9.63,Delhi(rail)Suri(road)Ratnagiri,116.00,9.57
Delhi,Goregaon,Delhi(air)Hyderabad(road)Goregaon,307.00,3.71,Delhi(road)Jalpaiguri(rail)Goregaon,91.00,9.13,Delhi(road)Goregaon,97.00,3.76,Delhi(rail)Mahuva(rail)Goregaon,105.00,9.32,Delhi(road)Mettur(road)Goregaon,112.00,7.88
Delhi,Pindwara,Delhi(rail)Pindwara,56.00,3.09,Delhi(rail)Sardarshahar(road)Pindwara,96.00,7.35,Delhi(rail)Lucknow(rail)Pindwara,113.00,5.75,Delhi(rail)Jorapokhar(road)Pindwara,115.00,5.89,Delhi(road)Ranebennur(rail)Pindwara,120.00,8.46
Delhi,Raipur,Delhi(air)Raipur,191.00,2.29,Delhi(rail)Sardarshahar(road)Raipur,97.00,10.24,Delhi(road)Jalpaiguri(rail)Raipur,104.00,10.78,Delhi(rail)Thiruvalla(road)Raipur,113.00,11.78,Delhi(rail)Lucknow(rail)Raipur,121.00,7.16
Delhi,Gokak,Delhi(road)Gokak,171.00,3.08,Delhi(rail)Lucknow(road)Gokak,100.00,8.35,Delhi(road)Jalpaiguri(rail)Gokak,101.00,11.81,Delhi(road)Kushtagi(rail)Gokak,111.00,7.60,Delhi(rail)Ratnagiri(rail)Gokak,115.00,9.39
Delhi,Lucknow,Delhi(road)Lucknow,148.00,2.12,Delhi(rail)Sardarshahar(rail)Lucknow,82.00,8.83,Delhi(rail)Harihar(road)Lucknow,99.00,9.17,Delhi(road)Ranebennur(rail)Lucknow,104.00,9.15,Delhi(road)Pakur(rail)Lucknow,109.00,9.13
Delhi,Mumbai,Delhi(air)Mumbai,463.00,1.89,Delhi(rail)Harihar(rail)Mumbai,90.00,11.14,Delhi(rail)Pindwara(rail)Mumbai,97.00,5.99,Delhi(rail)Sagar(road)Mumbai,117.00,7.97,Delhi(rail)Suri(road)Mumbai,118.00,7.13
Delhi,Sagar,Delhi(road)Sagar,158.00,2.36,Delhi(rail)Harihar(rail)Sagar,83.00,10.33,Delhi(road)Himmatnagar(rail)Sagar,116.00,9.77,Delhi(rail)Pindwara(road)Sagar,119.00,8.56,Delhi(rail)Suri(road)Sagar,120.00,8.53
Delhi,Jalpaiguri,Delhi(air)Jalpaiguri,472.00,1.75,Delhi(rail)Sardarshahar(road)Jalpaiguri,100.00,8.90,Delhi(rail)Suri(rail)Jalpaiguri,103.00,10.76,Delhi(road)Ranebennur(road)Jalpaiguri,108.00,7.45,Delhi(rail)Jorapokhar(rail)Jalpaiguri,111.00,6.38
Delhi,Pakur,Delhi(rail)Pakur,121.00,3.24,Delhi(rail)Harihar(rail)Pakur,91.00,10.34,Delhi(rail)Lucknow(rail)Pakur,98.00,8.91,Delhi(rail)Sardarshahar(rail)Pakur,105.00,11.17,Delhi(road)Mettur(road)Pakur,115.00,8.14
Delhi,Sardarshahar,Delhi(road)Sardarshahar,81.00,3.75,Delhi(road)Pakur(rail)Sardarshahar,105.00,8.49,Delhi(rail)Pindwara(road)Sardarshahar,111.00,8.84,Delhi(road)Mettur(rail)Sardarshahar,118.00,7.40,Delhi(road)Malerkotla(rail)Sardarshahar,119.00,9.75
Delhi,Sirohi,Delhi(air)Kollam(air)Sirohi,633.00,2.20,Delhi(rail)Sardarshahar(rail)Sirohi,83.00,10.26,Delhi(rail)Jorapokhar(rail)Sirohi,91.00,9.10,Delhi(rail)Harihar(rail)Sirohi,92.00,9.79,Delhi(rail)Haringhata(rail)Sirohi,118.00,8.05
Delhi,Jaysingpur,Delhi(road)Jaysingpur,183.00,3.43,Delhi(road)Ranebennur(rail)Jaysingpur,91.00,11.92,Delhi(rail)Harihar(road)Jaysingpur,101.00,11.27,Delhi(rail)Thiruvalla(rail)Jaysingpur,105.00,11.17,Delhi(rail)Lucknow(rail)Jaysingpur,130.00,8.60
Delhi,Ramanagara,Delhi(rail)Ramanagara,158.00,2.58,Delhi(road)Ranebennur(rail)Ramanagara,90.00,9.35,Delhi(rail)Harihar(rail)Ramanagara,97.00,13.38,Delhi(rail)Suri(road)Ramanagara,106.00,8.38,Delhi(road)Jalpaiguri(road)Ramanagara,114.00,10.94
Delhi,Hyderabad,Delhi(air)Hyderabad,133.00,1.64,Delhi(road)Mettur(rail)Hyderabad,99.00,7.89,Delhi(rail)Jorapokhar(rail)Hyderabad,108.00,10.37,Delhi(rail)Suri(rail)Hyderabad,108.00,8.32,Delhi(rail)Lucknow(rail)Hyderabad,118.00,7.76
Delhi,Channapatna,Delhi(road)Channapatna,81.00,3.43,Delhi(rail)Sardarshahar(rail)Channapatna,83.00,9.92,Delhi(rail)Lucknow(rail)Channapatna,92.00,5.99,Delhi(rail)Jorapokhar(rail)Channapatna,94.00,6.23,Delhi(rail)Mahuva(rail)Channapatna,98.00,8.21
Delhi,Surendranagar,Delhi(road)Surendranagar,81.00,2.21,Delhi(rail)Lucknow(road)Surendranagar,102.00,6.86,Delhi(road)Mettur(rail)Surendranagar,106.00,8.93,Delhi(rail)Suri(road)Surendranagar,120.00,7.47,Delhi(rail)Jorapokhar(rail)Surendranagar,128.00,8.67
Delhi,Thiruvalla,Delhi(air)Jalpaiguri(air)Thiruvalla,575.00,2.81,Delhi(rail)Thiruvalla,54.00,6.97,Delhi(rail)Lucknow(road)Thiruvalla,93.00,7.90,Delhi(rail)Pindwara(rail)Thiruvalla,110.00,7.90,Delhi(rail)Bhusawal(rail)Thiruvalla,113.00,11.84
Delhi,Ranebennur,Delhi(air)Chennai(road)Ranebennur,368.00,3.85,Delhi(road)Ranebennur,50.00,5.05,Delhi(rail)Harihar(rail)Ranebennur,87.00,10.24,Delhi(rail)Sardarshahar(road)Ranebennur,96.00,7.53,Delhi(rail)Suri(rail)Ranebennur,99.00,8.15
Delhi,Karaikal,Delhi(road)Karaikal,142.00,3.30,Delhi(road)Jalpaiguri(rail)Karaikal,91.00,9.29,Delhi(rail)Suri(rail)Karaikal,94.00,9.16,Delhi(road)Mettur(rail)Karaikal,99.00,8.79,Delhi(rail)Lucknow(rail)Karaikal,100.00,10.05
Delhi,Belgaum,Delhi(air)Hyderabad(air)Belgaum,444.00,2.71,Delhi(rail)Harihar(rail)Belgaum,84.00,12.92,Delhi(road)Jalpaiguri(rail)Belgaum,93.00,9.39,Delhi(road)Ranebennur(road)Belgaum,105.00,8.92,Delhi(rail)Jorapokhar(rail)Belgaum,107.00,6.62
Delhi,Chatrapur,Delhi(road)Chatrapur,132.00,2.72,Delhi(rail)Sardarshahar(rail)Chatrapur,92.00,10.65,Delhi(road)Ranebennur(rail)Chatrapur,93.00,8.26,Delhi(road)Jalpaiguri(rail)Chatrapur,101.00,9.78,Delhi(rail)Suri(road)Chatrapur,117.00,10.35
Delhi,Suri,Delhi(air)Suri,220.00,1.50,Delhi(rail)Harihar(rail)Suri,80.00,12.72,Delhi(road)Jalpaiguri(rail)Suri,91.00,12.32,Delhi(road)Ambernath(rail)Suri,108.00,6.13,Delhi(road)Ranebennur(road)Suri,118.00,9.14
Delhi,Bhubaneswar,Delhi(road)Bhubaneswar,183.00,2.59,Delhi(rail)Harihar(road)Bhubaneswar,100.00,9.99,Delhi(rail)Lucknow(road)Bhubaneswar,100.00,5.44,Delhi(road)Jalpaiguri(road)Bhubaneswar,104.00,8.93,Delhi(rail)Thiruvalla(rail)Bhubaneswar,107.00,13.59
Delhi,Mahuva,Delhi(rail)Mahuva,53.00,3.24,Delhi(rail)Harihar(rail)Mahuva,85.00,13.27,Delhi(rail)Lucknow(rail)Mahuva,85.00,7.62,Delhi(road)Mettur(rail)Mahuva,96.00,7.46,Delhi(rail)Jorapokhar(rail)Mahuva,102.00,7.84
Delhi,Jagadhri,Delhi(road)Jagadhri,104.00,2.13,Delhi(rail)Jorapokhar(rail)Jagadhri,97.00,6.99,Delhi(rail)Thiruvalla(rail)Jagadhri,99.00,12.78,Delhi(road)Ranebennur(rail)Jagadhri,101.00,11.35,Delhi(rail)Mahuva(rail)Jagadhri,107.00,6.36
Delhi,Barh,Delhi(road)Barh,149.00,2.39,Delhi(road)Ranebennur(road)Barh,104.00,8.06,Delhi(rail)Bhusawal(rail)Barh,114.00,8.99,Delhi(rail)Lucknow(rail)Barh,116.00,5.82,Delhi(rail)Haringhata(rail)Barh,117.00,9.48
Delhi,Bhusawal,Delhi(road)Bhusawal,76.00,2.54,Delhi(rail)Harihar(rail)Bhusawal,85.00,11.67,Delhi(rail)Lucknow(rail)Bhusawal,94.00,6.67,Delhi(rail)Jorapokhar(rail)Bhusawal,111.00,10.19,Delhi(rail)Sagar(rail)Bhusawal,119.00,9.52
Delhi,Alipurduar,Delhi(air)Suri(road)Alipurduar,289.00,3.65,Delhi(road)Alipurduar,76.00,3.89,Delhi(rail)Sardarshahar(rail)Alipurduar,101.00,9.60,Delhi(road)Mettur(rail)Alipurduar,102.00,9.72,Delhi(road)Ranebennur(rail)Alipurduar,109.00,11.93
Delhi,Kollam,Delhi(air)Kollam,156.00,1.11,Delhi(rail)Jorapokhar(rail)Kollam,92.00,8.88,Delhi(rail)Mahuva(rail)Kollam,102.00,8.20,Delhi(rail)Pindwara(road)Kollam,119.00,8.25,Delhi(road)Alipurduar(rail)Kollam,119.00,10.34
Delhi,Medinipur,Delhi(air)Hyderabad(road)Medinipur,241.00,3.94,Delhi(rail)Thiruvalla(rail)Medinipur,96.00,12.32,Delhi(rail)Lucknow(rail)Medinipur,99.00,6.51,Delhi(rail)Medinipur,110.00,4.20,Delhi(rail)Ratnagiri(rail)Medinipur,118.00,9.40
Delhi,Patan,Delhi(air)Suri(road)Patan,419.00,3.84,Delhi(rail)Harihar(rail)Patan,81.00,11.29,Delhi(rail)Pindwara(rail)Patan,98.00,7.92,Delhi(rail)Jorapokhar(road)Patan,112.00,6.92,Delhi(rail)Mahuva(rail)Patan,117.00,7.31
Delhi,Mettur,Delhi(road)Mettur,55.00,3.63,Delhi(rail)Lucknow(rail)Mettur,99.00,6.48,Delhi(rail)Suri(road)Mettur,116.00,7.42,Delhi(rail)Jagadhri(rail)Mettur,126.00,9.59,Delhi(road)Surendranagar(rail)Mettur,127.00,5.99
Delhi,Huliyar,Delhi(air)Kollam(rail)Huliyar,197.00,4.01,Delhi(rail)Pindwara(rail)Huliyar,110.00,10.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Delhi,Harihar,Delhi(air)Harihar,491.00,1.80,Delhi(rail)Thiruvalla(rail)Harihar,95.00,11.09,Delhi(road)Mettur(rail)Harihar,99.00,6.58,Delhi(rail)Mahuva(rail)Harihar,102.00,10.05,Delhi(rail)Pindwara(road)Harihar,115.00,7.79
Delhi,Rasayani,Delhi(air)Kollam(road)Rasayani,270.00,3.81,Delhi(rail)Rasayani,82.00,4.12,Delhi(rail)Lucknow(rail)Rasayani,91.00,6.39,Delhi(rail)Sardarshahar(rail)Rasayani,96.00,7.45,Delhi(rail)Thiruvalla(rail)Rasayani,98.00,10.20
Delhi,Haringhata,Delhi(air)Kollam(rail)Haringhata,309.00,3.85,Delhi(rail)Haringhata,74.00,4.92,Delhi(rail)Mahuva(rail)Haringhata,97.00,6.65,Delhi(rail)Suri(rail)Haringhata,100.00,10.12,Delhi(rail)Harihar(road)Haringhata,102.00,11.13
Delhi,Kushtagi,Delhi(road)Kushtagi,71.00,2.95,Delhi(rail)Sagar(rail)Kushtagi,108.00,8.96,Delhi(rail)Lucknow(rail)Kushtagi,115.00,8.01,Delhi(rail)Thiruvalla(rail)Kushtagi,116.00,12.21,Delhi(road)Pakur(rail)Kushtagi,119.00,10.43
Delhi,Jadugora,Delhi(road)Jadugora,131.00,3.07,Delhi(rail)Jorapokhar(rail)Jadugora,105.00,9.22,Delhi(rail)Mahuva(road)Jadugora,110.00,6.63,Delhi(rail)Sagar(rail)Jadugora,121.00,11.44,Delhi(rail)Lucknow(rail)Jadugora,122.00,7.40
Delhi,Orai,Delhi(air)Chennai(road)Orai,336.00,3.59,Delhi(road)Mettur(rail)Orai,99.00,7.76,Delhi(rail)Mahuva(road)Orai,109.00,8.61,Delhi(road)Ranebennur(road)Orai,120.00,9.91,Delhi(road)Surendranagar(rail)Orai,121.00,8.12
Delhi,Surajpur,Delhi(air)Harihar(road)Surajpur,634.00,3.88,Delhi(rail)Surajpur,92.00,4.75,Delhi(rail)Thiruvalla(rail)Surajpur,100.00,13.09,Delhi(road)Ranebennur(road)Surajpur,106.00,9.11,Delhi(rail)Jorapokhar(rail)Surajpur,108.00,7.11
Delhi,Ambernath,Delhi(road)Ambernath,63.00,2.36,Delhi(rail)Sardarshahar(road)Ambernath,107.00,10.83,Delhi(rail)Bhusawal(rail)Ambernath,114.00,11.21,Delhi(rail)Harihar(rail)Ambernath,117.00,12.63,Delhi(road)Ranebennur(rail)Ambernath,125.00,11.13
Delhi,Malerkotla,Delhi(road)Malerkotla,79.00,3.19,Delhi(road)Mettur(rail)Malerkotla,104.00,7.99,Delhi(rail)Lucknow(rail)Malerkotla,113.00,7.21,Delhi(rail)Pindwara(rail)Malerkotla,120.00,7.84,Delhi(rail)Suri(road)Malerkotla,123.00,7.78
Delhi,Jorapokhar,Delhi(road)Jorapokhar,114.00,3.26,Delhi(road)Jalpaiguri(rail)Jorapokhar,97.00,12.13,Delhi(rail)Suri(rail)Jorapokhar,110.00,9.46,Delhi(road)Alipurduar(rail)Jorapokhar,121.00,7.17,Delhi(rail)Sardarshahar(road)Jorapokhar,123.00,7.18
Delhi,Vizianagaram,Delhi(road)Vizianagaram,153.00,3.80,Delhi(rail)Harihar(rail)Vizianagaram,87.00,11.83,Delhi(rail)Sardarshahar(rail)Vizianagaram,90.00,8.09,Delhi(rail)Thiruvalla(rail)Vizianagaram,95.00,12.88,Delhi(rail)Jorapokhar(road)Vizianagaram,103.00,6.10
Delhi,Durg,Delhi(road)Durg,138.00,2.79,Delhi(rail)Harihar(road)Durg,96.00,11.55,Delhi(road)Ambernath(rail)Durg,107.00,9.22,Delhi(rail)Sagar(rail)Durg,110.00,7.68,Delhi(road)Mettur(rail)Durg,112.00,6.32
Delhi,Himmatnagar,Delhi(road)Himmatnagar,69.00,3.14,Delhi(road)Jalpaiguri(rail)Himmatnagar,100.00,9.38,Delhi(rail)Harihar(road)Himmatnagar,110.00,8.78,Delhi(rail)Mahuva(rail)Himmatnagar,112.00,7.30,Delhi(rail)Pindwara(rail)Himmatnagar,119.00,9.17
Mumbai,Chennai,Mumbai(air)Chennai,403.00,1.73,Mumbai(rail)Bhusawal(rail)Chennai,84.00,8.18,Mumbai(road)Himmatnagar(rail)Chennai,102.00,8.42,Mumbai(rail)Pakur(rail)Chennai,103.00,8.96,Mumbai(rail)Ambernath(road)Chennai,107.00,10.72
Mumbai,Chittorgarh,Mumbai(air)Delhi(road)Chittorgarh,272.00,3.71,Mumbai(rail)Ranebennur(road)Chittorgarh,103.00,5.47,Mumbai(rail)Bhusawal(road)Chittorgarh,105.00,7.90,Mumbai(rail)Karaikal(rail)Chittorgarh,114.00,10.14,Mumbai(road)Raipur(rail)Chittorgarh,117.00,9.55
Mumbai,Ratnagiri,Mumbai(air)Ratnagiri,324.00,1.35,Mumbai(rail)Sardarshahar(rail)Ratnagiri,89.00,7.35,Mumbai(rail)Thiruvalla(rail)Ratnagiri,116.00,8.59,Mumbai(rail)Jadugora(road)Ratnagiri,118.00,8.78,Mumbai(road)Surajpur(rail)Ratnagiri,120.00,7.18
Mumbai,Goregaon,Mumbai(road)Goregaon,99.00,2.74,Mumbai(rail)Jalpaiguri(rail)Goregaon,93.00,7.43,Mumbai(rail)Karaikal(road)Goregaon,95.00,10.76,Mumbai(rail)Alipurduar(rail)Goregaon,98.00,9.85,Mumbai(rail)Kollam(rail)Goregaon,112.00,10.08
Mumbai,Pindwara,Mumbai(road)Pindwara,93.00,3.42,Mumbai(rail)Sardarshahar(road)Pindwara,100.00,5.26,Mumbai(road)Surajpur(road)Pindwara,105.00,8.26,Mumbai(rail)Ambernath(rail)Pindwara,108.00,8.37,Mumbai(rail)Ranebennur(rail)Pindwara,112.00,6.03
Mumbai,Raipur,Mumbai(air)Lucknow(air)Raipur,748.00,2.26,Mumbai(road)Raipur,60.00,5.75,Mumbai(rail)Sardarshahar(road)Raipur,101.00,8.15,Mumbai(road)Jagadhri(rail)Raipur,104.00,6.73,Mumbai(rail)Jalpaiguri(rail)Raipur,106.00,9.08
Mumbai,Gokak,Mumbai(road)Gokak,137.00,3.07,Mumbai(rail)Jalpaiguri(rail)Gokak,103.00,10.11,Mumbai(road)Surajpur(road)Gokak,106.00,7.30,Mumbai(rail)Kollam(rail)Gokak,113.00,10.12,Mumbai(road)Lucknow(road)Gokak,114.00,9.64
Mumbai,Lucknow,Mumbai(air)Lucknow,290.00,1.04,Mumbai(rail)Sardarshahar(rail)Lucknow,86.00,6.74,Mumbai(rail)Pakur(rail)Lucknow,90.00,8.80,Mumbai(rail)Ranebennur(rail)Lucknow,96.00,6.72,Mumbai(road)Raipur(rail)Lucknow,105.00,9.42
